Mods count: 199
 
                                   jar name                                    |    notes     |                mod id                |                 mod name                  |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
fzzy_config-0.7.6+1.20.1+forge.jar                                             |              | fzzy_config                          | Fzzy Config                               | 0.7.6+1.20.1+forge           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2e9ca1c5f028c251e1bc18b9ebaa06d401c8e624 | 3620637257     
    /META-INF/jars/jankson-1.2.3.jar                                           |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/tomlkt-jvm-0.3.7.jar                                        |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
geckolib-forge-1.20.1-4.8.4.jar                                                |              | geckolib                             | GeckoLib 4                                | 4.8.4                        | geckolib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 81982cc287f80ffabb2fd36d22cc95e4255c739d | 3690314662     
    /META-INF/jarjar/mclib-20.jar                                              |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
gml-4.0.11-all.jar                                                             |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1b8899ea5a9fd45f2adf8bbb25651a0a95dc6020 | 1714752762     
    /META-INF/jarjar/cgl-1.20-forge-0.3.3.jar                                  |              | commongroovylibrary                  | CommonGroovyLibrary                       | 0.3.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/jankson-1.2.2.jar                                     |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/mdg-dsl.jar                                               |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/srgutils-0.5.4.jar                                        |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/groovy-fat-4.0.11.jar                                     |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/jackson-core-2.15.2.jar                               |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/jackson-dataformat-toml-2.15.2.jar                    |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-xml-4.0.13.jar                                 |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-contracts-4.0.13.jar                           |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-toml-4.0.13.jar                                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/jackson-databind-2.15.2.jar                           |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-nio-4.0.13.jar                                 |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-dateutil-4.0.13.jar                            |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-datetime-4.0.13.jar                            |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-macro-4.0.13.jar                               |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/jackson-annotations-2.15.2.jar                        |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-templates-4.0.13.jar                           |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-ginq-4.0.13.jar                                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-4.0.13.jar                                     |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-macro-library-4.0.13.jar                       |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-typecheckers-4.0.13.jar                        |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jarjar/groovy-json-4.0.13.jar                                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/mod-4.0.11.jar                                            |              | gml                                  | GroovyModLoader                           | 4.0.11                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/script-mods-4.0.11-all.jar                                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
goblins-0.9-forge-1.20.1.jar                                                   |              | goblins                              | goblins                                   | 0.9                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2d7512c469f67144fc1a0302f978a83f51cf3b30 | 1261040546     
gpumemleakfix-1.20.1-1.8.jar                                                   |              | gpumemleakfix                        | Gpu memory leak fix                       | 1.20.1-1.8                   | gpumemleakfix.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 54301c2db5467e0f9f5c504887436f358335331f | 686879422      
grim-kingdoms-lost-structures-ruins-v1.0.3 1.20.jar                            |              | mr_grim_kingdomsloststructuresruins  | Grim kingdoms: Lost structures & ruins    | 1-v1.0.3                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 0cbe5b526eb115e7930688a2f1a649933385e013 | 161680144      
huge-structure-blocks-1.0.9-forge.jar                                          |              | hugestructureblocks                  | Huge Structure Blocks                     | 1.0.9                        | hugestructureblocks.mixins.json, mixin.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                           | 8dc220c1fb37bcbc8910faa595862aa449e3a397 | 2134247833     
Iceberg-1.20.1-forge-1.1.25.jar                                                |              | iceberg                              | Iceberg                                   | 1.1.25                       | iceberg.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | d551ff55814cfb01403b812459ee5a02b020d87b | 263977206      
Icterine-forge-1.20.0-1-1.3.0.jar                                              |              | icterine                             | Icterine                                  | 1.3.0                        | icterine.forge.mixins.json, icterine.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                             | 55fde23d7602924ba4772d441fb5a78d562be238 | 296187825      
illagerstructures-forge-1.20.1-0.0.1.jar                                       |              | illagerstructures                    | Illager Structures                        | 0.0.1                        | illagerstructures.forge.mixins.json, illagerstructures.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                           | 6c2772e7e979edd22aba260550d6187307d4e1a8 | 404820385      
ImmediatelyFast-Forge-1.5.5+1.20.4.jar                                         |              | immediatelyfast                      | ImmediatelyFast                           | 1.5.5+1.20.4                 | immediatelyfast-common.mixins.json, immediatelyfast-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                        | 9eacd407b7dea636d375dc47335d92f616484ea2 | 220541488      
    /META-INF/jars/Reflect-1.6.2.jar                                           |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
immersive_optimization-forge-1.20.1-0.1.6.jar                                  |              | immersive_optimization               | Immersive Optimization                    | 0.1.6                        | immersive_optimization.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | ec8fcbf02234751ed64e658e8bad4995cfcd0b11 | 4080136516     
iron_repair_kits-2.7.6-forge-1.20.1.jar                                        | MCreator mod | iron_repair_kits                     | Iron_Repair Kits                          | 2.7.6                        | iron_repair_kits.mixins.json, mixins.iron_repair_kits.json, repair_kits.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                          | 56cc96edd432ce3488085750cafc2590db51b5ae | 3907940562     
ItemBorders-1.20.1-forge-1.2.2.jar                                             |              | itemborders                          | Item Borders                              | 1.2.2                        | itemborders.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | cf42466689489348e1e3a5df00d2ce6c65dd978a | 2251334462     
Jade-1.20.1-Forge-11.13.2.jar                                                  |              | jade                                 | Jade                                      | 11.13.2+forge                | jade.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 1997e5fe2db3a0575ca79bfe4720019f01fd2b8c | 305733389      
JadeAddons-1.20.1-Forge-5.5.1.jar                                              |              | jadeaddons                           | Jade Addons                               | 5.5.1+forge                  | jadeaddons.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | c4339eb3ef0c4728cb511efe60726653a35c7a0d | 1204092001     
jei-1.20.1-forge-15.20.0.112.jar                                               |              | jei                                  | Just Enough Items                         | 15.20.0.112                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | f12b3781af6337794ae6e010420a97585360ea2f | 3362609034     
JustEnoughResources-1.20.1-1.4.0.247.jar                                       |              | jeresources                          | Just Enough Resources                     | 1.4.0.247                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2747c58f439c37a01139d35cab59ca1a54114009 | 3560569568     
kleiders_custom_renderer-7.4.1-forge-1.20.1.jar                                |              | kleiders_custom_renderer             | Kleiders Custom Renderer                  | 7.4.0                        | mixins.kleiders_custom_renderer.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 9f0f94ed3dd661b542e92d10aa40c8426117b36c | 3810453319     
kobolds-0.8-forge-1.20.1.jar                                                   |              | kobolds                              | kobolds                                   | 0.8                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 108011e2a4d55e4f6c952550fa30525201e8e895 | 3524137633     
kotlinforforge-4.12.0-all.jar                                                  |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 962fdb760409d6d71cbf079235f1ca94e3863a22 | 2392977662     
    /META-INF/jarjar/kfflang-4.12.0.jar                                        |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kfflib-4.12.0.jar                                         |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kffmod-4.12.0.jar                                         |              | kotlinforforge                       | Kotlin For Forge                          | 4.12.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
Ksyxis-1.4.3.jar                                                               |              | ksyxis                               | Ksyxis                                    | 1.4.3                        | ksyxis.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 6f4b2ea7827da8136bdf436457a2ba3fcdb2120e | 122658441      
kubejs-forge-2001.6.5-build.26.jar                                             |              | kubejs                               | KubeJS                                    | 2001.6.5-build.26            | kubejs-common.mixins.json, kubejs-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 8b0cc9797d4ed00fd2d1002d58960af8b32012ae | 2994552797     
legendarycreatures-1.20.1-1.1.2.1.jar                                          |              | legendarycreatures                   | Legendary Creatures                       | 1.20.1-1.1.2.1               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 8bc66a40a4d9f0346be43d054594c8a807602650 | 3653368747     
legionary-1.0.1-forge-1.20.1.jar                                               |              | legionary                            | legionary                                 | 1.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a3269cdfe1e914dedc5eb89629f9dd5f7a24363b | 1526380346     
letmedespawn-1.20.x-forge-1.5.0.jar                                            |              | letmedespawn                         | Let Me Despawn                            | 1.5.0                        | letmedespawn.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 878dd35df02e1e17b7eb16113147f964eda8847f | 3850440114     
letsdo-bloomingnature-forge-1.0.12.jar                                         |              | bloomingnature                       | [Let's Do] BloomingNature                 | 1.0.12                       | bloomingnature-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 360727042ae8579f5cdc95650953b39ea30fabfa | 1593487584     
Life Steal Enchant 1.0.0 - 1.20.1.jar                                          |              | life_steal_enchantment               | Life Steal Enchantment                    | 1.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a23735b1a00b05a84eae5e8172de8089017a71d4 | 1260627192     
lmft-1.0.4+1.20.1-forge.jar                                                    |              | lmft                                 | Load My F***ing Tags                      | 1.0.4+1.20.1                 | lmft.mixins.json, lmft-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | e44a12eb51813b16faaab89b8073ec63c746c1b0 | 1956694745     
loot_journal-forge-1.20.1-6.2.1.jar                                            |              | loot_journal                         | Loot Journal                              | 6.2.1                        | loot_journal.forge.mixins.json, loot_journal.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                     | 7a817be0df116a6a2ff51260e3ba1eecad3eeb8d | 3762546015     
